,user_id,timestamp,latlng,lat,lng,tweet,county,mean_income,population,text
79990,USER_da1a7a31,2010-03-03T15:35:29,"ÜT: 35.245054,-80.815358",35.245054,-80.815358,Just getting the day started. What's going on here,Mecklenburg,26601.0,760.0,@USER_a2c75fcf hey hey...what's going on...u outside in the snow Man Vick wanna play with the Panthers....GET HIM!!.... Just getting the day started. What's going on here No goooodRT @USER_a07baae6: Chinese food @USER_da1a7a31 Caesar salad...Moscato...and grilled chicken... @USER_ede79ed7 know the feeling...sucks hard.. Goodnight!..... I hate liars ..... Alright time to cook brb alright bff getting jealous I'm tweeting...tweet ya later Going to bed now...night Love ya boo!RT @USER_897e812b: #FF My Sister @USER_1db6ced1 and My Cuzzo @USER_da1a7a31--- my hearts!! Game tonight!!!!!!!!! @USER_a2c75fcf hey bro...what you doing your BB don't work no more? @USER_a692fd81 lol! I need to be Now all I need is a glass of Moscato and I'm set @USER_a2c75fcf lol your reserved nerve.... Oh noooo lockdown is a harsh movie... @USER_f8980bbc I want some Aahhhh they mad cause the lakers losing @USER_b7f6878f @USER_e54ec4f2.....mighty quiet...
80291,USER_cd13b2eb,2010-03-03T02:30:10,"ÜT: 40.69724,-73.943131",40.69724,-73.943131,Can't wait to do my wet n wavey 16 inches @USER_4df016e9 @USER_5db10470 yall not ready 4 dis lmfaooooo,Kings,23278.0,1160.0,"Can't wait to do my wet n wavey 16 inches @USER_4df016e9 @USER_5db10470 yall not ready 4 dis lmfaooooo Doing a last minute cram of mth for my test tomorrow ughh damn I wish wed have a blizzard in the am U no it lol my son need dem lv lol Cday in a mth RT @USER_22890dc7: Single father on deckkkk lmao working two jobs ayeee RT @USER_91dca260: gotta go shoppin this week.. its almost been 2 wks since ive last shopped. Pay my online shit n I'll organize it RT @USER_d161bdd6: No one wants to organize my library....? Shit Lmaoo RT @USER_af1aefa0: no the hell i dnt RT @USER_d161bdd6 @USER_cd13b2eb i'm not bein a cheap he owe me $$ RT @USER_712097f6: Sometime I wish I can do the Un-thinkable! Got to find that luck guy first that's worth my time! @USER_4df016e9 wat I do @USER_9f894575 wat hospital you work @ Lml RT @USER_872761ba: Woke up this mornin feeln all horny grabbed my pistol n fcked my opponent 14ahead of me omg wat I'ma have to do fall out b4 they see me @USER_cc6702b1 hospital RT @USER_cc8a1c3d shhhhh that's my side honey lmaooo he need 2 follow me so he can c how I cuss him on twitter lol @USER_aa389a2c voice @USER_3190dab1 ok @USER_f5c27faa u kno abt the vigil tonight for dashawn? Good luck RT @USER_743173e5: Midterm time.. Gotta get dis A... ¡Lo sabe! Still aint see the dr omfg Ugh teeth killin me Welcome to the wave lol RT @USER_bdf1d468: New BB on deck Te amBB send dem pins 30F45177 I need a dog Lol RT @USER_994da354: Me too Rt @USER_cd13b2eb I need a dog I have a beamer n a benz how abt a bentley?? On the ave @ the dr wit ahmari Yup RT @USER_adeda4ae: #inhighschool my report card used to look like the speed limit,55s and 65s,how did I graduate? Popularity?? Owww RT @USER_5db10470: #Inhighschool I had all the bitches mad cuz I was bad....and still is!....sorry not my fault lol Ms tate use 2 cuss me RT @USER_3190dab1: RT @USER_716d89c4: #InHighSchool making it to 1st period was the hardest part of my day..EVERYDAY! @USER_994da354 we doin our nails this wknd? Lol @USER_994da354 utica n church wat bt u? @USER_c4f2cf34 follow keisha @USER_1b6f9441 RT @USER_d3868b5a: Now all these bitches wanna try n be my bestie but I go left and leave them hangin like a testie :-P @USER_4df016e9 u said u goin to shower n u gonna call bak @USER_3db3a1f3 smh I got that good good m.j bad... I should let lil man ride his power wheel b4 I leave @USER_898cb31f u have a color printer? @USER_9f894575 lol it hurts lol I have 2 @USER_d161bdd6 sure shaney baby we can do ""wateva u like"" how do u want me 2 sound via twitter @ 10am? Is this live enuff for u #imjustsaying @USER_f5c27faa lol k I want da heavy t bumber soca on full blast Send it on RT @USER_d161bdd6: @USER_cd13b2eb I can get u dat ice cube color bentley coupe... Serious lol RT @USER_995ab5e7: Yikes. RT @USER_cd13b2eb: Dis nigga is 2weeks late wit my child support $ time 2 bring da bitch out... RT @USER_d161bdd6: Why do people answer the phone to say ""Imma Call You Back"" just don't answer the phone and call back when ur not busy.. RT @USER_e2968036: Helloo new follower speak up so I can follow back @USER_5db10470 either ya mom/dad left ha hazzards lights on Damn niggas is feen aint been 2weeks n they already wearing there new shit they bought n takin twit pics as there icon smfh #feen I guess ppl took offense to my last tweet n felt a type of way lmaooo Hahhahah me n shane is rollin in the house abt ppl's actions we call them ""youngings"" Huh? RT @USER_898cb31f: @USER_cd13b2eb #ShoutOuts to u for feeling ya self once again via Twitter n using sabliminals Go to bed young ladies lol RT @USER_71cf1848: @USER_c127d3b8 hi sashy whats up? Just got off a important phone call can't wait for sunday..."
80445,USER_429bc349,2010-03-04T02:47:30,"ÜT: 34.098521,-117.280186",34.098521,-117.280186,@USER_59b39f9f gurl u noe when u in love how breakup to makeup shit goes lol ughhhh we friends tho lol,San Bernardino,22912.0,946.0,"@USER_afe74590 i know i know i gotta get right asap...im starting today....so im only drinking water!!! RT @USER_392a748b @USER_429bc349 tuhhh,,dont try me noooow&lt;--ok i wont @USER_6fb04f77 shut yo ass up i noe one of these damn doo doo mamas that are folowing me get foodstamps lol... @USER_3a7c6d1d your wack wyd? @USER_59b39f9f gurl u noe when u in love how breakup to makeup shit goes lol ughhhh we friends tho lol @USER_59b39f9f n damn u had to say gov. Names u freakin ass lol @USER_9429bf1b what it does? RT @USER_8542887b: I don't want my blackberry anymore... #teamiphone this summer«traitor RT @USER_53c08595: @USER_c3a2b5e8 I need a slapping bangin crip walkin drop it low girl cd......lmao«u a mess @USER_53c08595 yea I'm at home...bring me some blanks n ill bring em for yu.. Iite so ima make a cd for @USER_5c359586 @USER_59b39f9f n uh @USER_53c08595 ..either bring me a blank or gimme a dollar lol @USER_59b39f9f where yu @? @USER_dd6b1fe3 dang hoe get at me via text...ima dm u my # Me and @USER_59b39f9f finna get it poppin!! @USER_59b39f9f u tryna fuck wit the shooting range next week? @USER_9429bf1b we gonna be like close the rope lmao...when is u birthday thing takin place RT @USER_5c359586 Bout to play a game of dominoes wit @USER_59b39f9f lol &lt;-i wanna play!!!!! Goodmorning loves! RT @USER_9429bf1b: @USER_5c359586 R WE STILL G0IN T0 CHURCH?«I wannnnnnaaaa goooooo!! @USER_59b39f9f lmao!!!!!!!!!!!! im laughin so hard rite now.. @USER_f723cdf8 shut ur ass up lol dont knock it til u try it lol RT @USER_9429bf1b: HEY GIRLS R WE STILL G0IN T0 FRIDAYS LATER?«Wat time? @USER_a4d6540b at home in the IE trynna see how ima get to my LA home"
81071,USER_b21e286d,2010-03-04T03:05:26,"iPhone: 39.135521,-84.511948",39.135521,-84.511948,"I got this, you could never get this #nowplaying",Hamilton,27072.0,706.0,"I got this, you could never get this #nowplaying @USER_6ee4952b On some real doe! lol i cant stand her.. i refuse to actively listen to her.. @USER_6d4e06a4 #sneakcakin ass!!! @USER_67d8a77d hahah not that you tweeted lil wayne like it wasnt him tweetin lmao! Man WTF is DUKE doin!!! @USER_3c9db8ec 24 went hard you know i got them all on record lol! i love my dvr @USER_15a909b7 OKState over KU? #wheretheydothatat ? @USER_15a909b7 lol im just talkin shit.. i fux wit KU.. i only like KSU cuz Bob Huggins coached there for a lil @USER_27eed674 F that! you better let yo soouuullll Glooowww!! haha! MAN!!! Duke! WTF! lost a follower! man Fuck that hoe! this some sick shit! AITE IM OUT hahaha our class is a ZOO!! Oh yes! RT @USER_0c80fbb4: Can we stop with the fake retro jays.... I mean the 8s are sweet but not when violet aquas are really blue fatige LEMMONNNN @USER_6301039a you're a jerk! Lol Dam Ima true #younghead these oldhead tweets zonin me out as I sit here and try to imagine the stories and parties lol @USER_25f5dc91 *shakes head* I'm salty I'm young! Y'all got the full effect of college life I see! @USER_25f5dc91 don't you feel sorry for me!! :( Man! Lol @USER_cf6faa91 just enlightened me.. My god!!! I woulda never thought! Haha!! That's my nig man I swear!! Haha @USER_18a87347 me you @USER_25f5dc91 and @USER_dc3d2dc1 !!! Celebrating! Me and you. Yo mama and yo cousin too...#nowplaying Coolest kid out. Word to Chuck English #nowplaying @USER_6d4e06a4 LEMMONNNNN @USER_58b6cb88 a twin! You don't want these prolems!!! Haha @USER_58b6cb88 puttin my business out there lmao RT @USER_94f3169c: This is the row 2 be in @USER_f96a4c0e @USER_277effa2 @USER_b21e286d @USER_92443814 @USER_6d4e06a4 @USER_3a3054dc @USER_4c886468 & me of course If he fucks up this hov song.. I WILL RAGE AND BURN THE STAGE #thatisall WHAT.THE.FUCK. Tsk tsk tsk.. Just got a laugh off someones tweets I just read from last night.. Silly rabbit #tricks are for kids.. @USER_6d4e06a4 be safe lol! make sure you down from mars aite! haha last night = #Hilarious"
81108,USER_a808ecb4,2010-03-04T07:46:17,"ÜT: 40.006784,-83.012929",40.006784,-83.012929,@USER_d71542af is sad withowt his hat,Franklin,21408.0,1114.0,"RT @USER_c9508157: KINGSROWE™ the illest®... i thought you knew RT @USER_d2611024: #BETmessedupwhen they sold themselves to the tatoes I'm bout 2 text my home girl @USER_34b76240. She has been a stranger Who remembers wen @USER_22256a8c got BOOMED by the reds? @USER_4293bc74 @USER_21a20a34 @USER_92328323 @USER_7ad915b2 @USER_ed7adca7 @USER_d2611024 I'm gettin dat new Luda. I kno dis cd is hard @USER_d71542af is sad withowt his hat @USER_82191191 slipped on ice @USER_82191191 real painful. I'm bout 2 take some pills Yup @USER_c9508157 I got it. It jus doesn't work Can u do this? RT @USER_3a771179: The SGRHO's ru goin IN!!!!! Is she on beat? I almost 4got....congrats 2 the 3 new SGRhos RT @USER_21a20a34: Black Niggas!!! The Dogs will be Owt tomorrow! 8pm, Hitchcock!1! Y r the letters so big on the street signs n Cleveland? #illiteratetwiggas Driving back C O L U M B U S RT @USER_288ac75f: RT @USER_21a20a34: After Party @ 393. E.12..Que House RT @USER_401d25b4: Yep!!! Party tonight at the frat house free food, free drink, and not to mention new bruhs!!! Come thru on 12th ave RT @USER_4293bc74: Back to my regularly scheduled life..."
81230,USER_8fbee2e2,2010-03-02T22:52:05,"ÜT: 40.858045,-73.899605",40.858045,-73.899605,NOOOO MY SHYTE AINT RIGHT SORRY LOL SO WAT IT IZ AM I BUYIN DIZ BLENDA OR WAT,Bronx,32181.0,1416.0,"NOOOO MY SHYTE AINT RIGHT SORRY LOL SO WAT IT IZ AM I BUYIN DIZ BLENDA OR WAT Ricky ross on 106 n park ima die I luv diz mannnn RT @USER_2dae7b9a: @USER_8fbee2e2 $2 Tues 2night?nahhh man @USER_e4db6cd1 oh well curve 2 u 2 YUUuuuuP@SIGNATURETEDDY: If that's how u feel hey @USER_48d56c15 hiiiii baby gurl I thought I waz gon c my fam 2day RT @USER_831816cb: DA PAGE IS UNPRIVATE!!!!!!! Wow waz da bout @USER_48d56c15 lol I b kno'n I got sum stuff 4 kristian @USER_864d11a3 fck u still doin up Hey ppl aint b on all day had a hectic 1 smh... N bbq wit da fam celebratin my sista bday @USER_48d56c15 dey took ha phone n schiool RT @USER_e1fed621: I aint gonna lie I need a lil sumthin beside me @USER_1e44d465 long smh ready 4 bed now @USER_741c1186 @USER_c49409b0 hey fellaz @USER_864d11a3 I kno smh @USER_15b919bc thanxx hun I'm still waitin 2 hang wit u cauz we get wassssted @USER_22ef3999: Loyality is sumthing you give regardless of what u get bac... No matta how ur friends treat u jus keep ur record spotless @USER_22ef3999 I kno I'm late lol @ da dentist smh RT @USER_22ef3999: Ppl are crazy just as much as I need you trust n believe you need me as well....if it dnt apply let it fly ay ya ya WRD lol @USER_da56c20f Shut yo mouth youngin RT @USER_bbe378d5 hey baby jus notice ya pic I likkkkk** Its ighh lol @USER_3ee3d6c2 plzzz stop wit dat xtra bb she not OUR bb she's Urs smh RT @USER_864d11a3: #Random... I HATE to see females with dirt in underneath their nails... Manicures are NOT expensive... #ComeOnBitch RT @USER_22ef3999: Ohhhhhh shittttttt it's about to go downnnnnn lmfao my life ya entertainment haaaaaa bitch (capo voice) @USER_80e10ebd u bugged out!!! Lol I kno but im serious tho @USER_b84e490d not gon bac n forth cauz as we kno dat shyte def iz wack but we will bump heads n tak it frm der PERIOD @USER_864d11a3 shyte crazy gurl smh #curve u wasn't eevn round den @USER_562b8d56 right @USER_d3e9d8b0 lmfaooo @USER_7ab6d82c hwy hunn wassup @USER_48d56c15 I jus lef I saw my kristian I luv himmmm RT @USER_d5699aac: The shit I see on my timeline I need 2 unfollow sum of these bitches wrd unfollowed a couple of niggaz #lames RT @USER_80e10ebd: @USER_da56c20f babe let go c Alice and wonderland!! Thanx!! Nooo thought we was gon 2 c brroklyns finest @USER_6ecf6dfd wassup wit @USER_6c506bd0 u gotta send ha # dm gotta check on my baby mama lol S/o 2 whoeva callin me private...ima need u 2 Say somethang stupidd Y do cabs keep der radio on wen dey hav a customer fyi assholes dat shyte annoying fck Mornin 2 all itz snowin lightly @USER_2dae7b9a lez c wat diz cabbie got under his sleeve lol @USER_22ef3999 wer RT @USER_22ef3999: Today I'm goin in cuz I can n bitches/niggaz aint shit lmfao ay ya ya 2day freak fri not fck em all fri @USER_22ef3999: Today is gonna be great woke up feeling good lil man seen his nana that was a wonderful feelin last nite awww dat wa nice @USER_22ef3999 so I shouldn't say fuck em all or should I fuck em all lmfao rotf....lmfaoooo I say fck em all ooops my bad did I say dat @USER_8143427e HI BABY HOW FEELIN... GOTTA CUM C U @USER_22ef3999: I luv my bitches we get it in lmfao it is what it is if you dnt like us fuck you n you n you lmfao haaa bitch (capo voice) @USER_8143427e I kno ima cum thru 2day n chill wit u....u started smokin??? RT @USER_8143427e lol maybe I'm not ready.I still wat a shot at it.. Lol I hear dat cauz I kno how u use 2 tak em dwn *wink wink* RT @USER_8143427e: @USER_8fbee2e2 can smoke yet ever thing is fuck up awww ok jus checkin def waz blow wit u lol @USER_22ef3999 was good gurly?? wat u doin?? @USER_81849767 lol so where wer u 2day den huh *tapin my foot* @USER_d5699aac lmaooo u kno I'm always here so *tlk da hand* @USER_cfdf147e nah I'm good lol @USER_28aaad0f right here RT @USER_d3e9d8b0: RT @USER_30e9a74d: Meeting you was fate,becoming ur friend was a choice but falling in LOVE wit u I had no control over. @USER_48d56c15 lml u funny I lik men wit gunz lol Headed downtown 2 finish my nite off gon b crazy S/o to my bitch @USER_22ef3999: RT @USER_8143427e: Rip che SPOKE 2 MY BOO SCOTTER LUV LOL HE A FUNNY NIGGA...GON PASS BY N C MAMA PAT N A FEW @USER_e1fed621 u made dat cd 4 me?? @USER_22ef3999 @USER_da56c20f @USER_80e10ebd ladies wer yall @ @USER_6c506bd0 hey gurl I been meaning 2 call u how r u n da lil one"
81480,USER_999eeb39,2010-03-03T19:04:13,"ÜT: 40.031884,-75.186339",40.031884,-75.186339,#BGG--RT @USER_5aac9e88: Go where ur adored not where ur ignored,Philadelphia,32727.0,1109.0,"@USER_7b857b33 yeahh come. We r good! @USER_53ae4352 thought I was lol. @USER_190e49c3 ONYX! $2 tues @USER_83f9cb3a lol yesss it is!!! Bring ur ass! Onyx was absurd!!! I like it.... Immm exhausted...to my bed I go!! RT @USER_1ef55679: Close to 60 degrees on Sunday...woooord...let me start planning my Sunday Funday now...lol ;) @USER_cb03c742 it was working last night...just not at all the registers :-/ #BGG--RT @USER_5aac9e88: Go where ur adored not where ur ignored Today is saturday with the BGG... My mistake... I love edamame RT @USER_999eeb39: @USER_d6c73c5a come over n hang wit me n bullet---boooooooooo hoooo RT @USER_b0cb5f48: to all fellow Producers keep the heat comin - All Artist Need Tracks from All Genres - Feed Em !! RT @USER_a0af4194: @USER_999eeb39 hey pretty face--hey babe what's goodington? RT @USER_a0af4194: @USER_999eeb39 i need a drink you going out tonight--im working. Come to the club!! Onyx! I got u! @USER_b18ec6b3 good shit... @USER_313c59bf cool cool! What's sunday? I'm free... RT @USER_b0cb5f48: Got it in at Onyx in Philly real quick - nice sights!!--thnx for comn thru! RT @USER_e74ec9db: @USER_6da5e6bf commentating on 1st 10 on ESPN #clap4em RT @USER_e83923bd: I'm having a big party tonight in london!!!!!! Info to come!!! London are you ready????!!!!!---#ballintweet @USER_b0cb5f48 great meeting you...glad u enjoyed the city of brotherly love..til next time ;-) RT @USER_77d97aab: #ff #teamonyx @USER_5a9c9edd @USER_999eeb39 @USER_6d73f697 @USER_795ee73e @USER_e1fdc714 @USER_d8efcc5e @USER_e74ec9db @USER_6d73f697 I like it!! ;-) Shout outs to all my new twitter friends ;-) RT @USER_b2f65c5f: #FF follow all of my followers. I think they are all pretty damn dope! ;) RT @USER_53ae4352: RT @USER_999eeb39: I was POPPINGTON once again last night...I'm sooo exhausted but up n at em...&lt;~ good job! #Startender status @USER_7b857b33 yuppppp be it all pops off again 2nite @ club ONYX wit ya fav startenders: @USER_6d73f697 @USER_7b857b33 and ur truly ;-) @USER_19748e41 lol nvmd..something u tweeted earlier RT @USER_53ae4352: Don't ask for my attention, you can't afford my focus! CLUB ONYX 2nite:::SENSUAL SATURDAYS!!! Come see ur fav startenders: @USER_6d73f697 @USER_7b857b33 @USER_e74ec9db @USER_a47e73b9 @USER_d8efcc5e and I @USER_b67bdab6 meeeeee toooo !!!! @USER_25f6e654 lemmee find out...lol Sippin ciroc... @USER_726c928a what's ur bbm missy?? If u missed the last PHLi party...come out March 18th @ prime lounge and party with the BGG. we're back n better thn ever! Let's go!"
81873,USER_e7e38f43,2010-03-02T22:55:23,"ÜT: 40.696301,-73.944008",40.696301,-73.944008,@USER_de026223 not sure y wassup,Kings,28733.0,1129.0,"@USER_de026223 not sure y wassup @USER_901eefd4 now I'm a bitchhhhh wow @USER_7f4b3426 I still look gud with ma big lipss byeee hater Drinkin and talkin with da bestiie @USER_7f4b3426 and his fam @USER_28440fbe I so luv the new pic RT @USER_de026223: Happy Birthday To this Bigg Asshole @USER_12c7e545 enjoy it Hulk @USER_12c7e545 but ummmm imma hit yu when I wake back up shyt I'm still drunk #OffDis for real this tyme I'm lit need to try and sleep dis shyt off lata twitter fam!!! Ugh ma back hurt I'm bout to go back to sleep and then when I wake up in a nice warm bubble bath !!!!! RT @USER_ad9354e4: Siinqlee LiiFeeeeee :] RT @USER_6f6e49e6: #irefuse to take up for someone iif ii kno they aiint gna take upp for me, wrd ShOwer! @USER_7f4b3426 gettin dress RT @USER_33b92e87: Black dress ladie silver man!! Wrd I mean her face was all strong RT @USER_6661c3f3: reese is a fuckinq mannnn ahhhha she dead looked like a girl!! Hell yeaa @USER_7f4b3426 Smh Home?? Where da fuck u was @?? RT @USER_33b92e87: Word lol RT @USER_e7e38f43: Lmao them gay boii mad lml!!! Ooo no yall lyin that a girl lml @USER_0894b812 yu don't have to love me (tears) imma be ight @USER_de026223 I think he's sleep @USER_a4831475 ooo ight I luv ma sista even tho she might not feel the same @ this moment@_helOveyanniie RT @USER_7f4b3426: @USER_de026223 stop tellin @USER_e7e38f43 my business!! Ooo boii RT @USER_de026223: #TweetsIDGAFabout Me and my man having Problems (Tomorrow).Fuck That Nigga (NextDay) I Love mY boyfriend..Bitch STFU!! Wrd RT @USER_7f4b3426: @USER_de026223 but dnt tell @USER_e7e38f43 my buisness lml!! Shut up @USER_7f4b3426 wat u doin RT @USER_12c7e545: In da barbershop tryna preserve my sexii.!!! Yayyyyy lml RT @USER_de026223: So when I seen the Crazies me N My homies realized tht there were no Black People iN that ish!! Wrd RT @USER_de026223: Im Selfish& IDGAF @USER_de026223 haha RT @USER_de026223: @USER_e7e38f43 Smh at That Dude Right there!! Wrd no luv cumm from him @ the moment RT @USER_5aac9e88: u are 1 of a kind (remember this!) u will always be da best u dat eva did it!! @USER_de026223 watchin""Monster inc"" RT @USER_95752926: Lol y do I kno the song to the mc donalds commercial!!! I thought I was the only one lml RT @USER_b83a2898: #LETSBEREAL bein fresh for girls is wearing some #UGGz and tightes! Lml Fresh out the shower layin down watchin tv @USER_7f4b3426. Heyy bestiie I'm sick @USER_972dc634 wasssup wassup Ughhhh I'm bout to take a pill and just call it a nite RT @USER_12c7e545: RT @USER_e7e38f43: @USER_12c7e545 smh u hurtin ma feeling lml» lol I'm sorry. Thank u scotty Just wakin up to get dress about make so moves seen sumthin on ma timeline that just bother me I need to stop lettin this get to me Its nice out 2day RT @USER_49c93bb1: RT @USER_2fb46b19: “Sometimes it's the smallest decisions that can change your life forever.” RT @USER_6d6b4169: @USER_e7e38f43 heyyyy bestiie wasshup are yuh feeliin bettah!! Yea thanks for askin RT @USER_de026223: @USER_e7e38f43 yu comin out today!! Yuppp @USER_721327f1 heyyy nay boo @USER_7f4b3426 yooooo @USER_7f4b3426 wat u doin RT @USER_b487cbaa: He hadd mee at heLLoooooo !!! RT @USER_0894b812: RT @USER_7827a09c: i really wanna kno who guns is he sound like i kno him i wanna pic of him RT @USER_be091658: role played #andthenwehadsex Ma twitter name says it all he came to the brib I shake ma lil ass lml he did he's lil laugh #AndThenWeHadSex RT @USER_be091658: @USER_e7e38f43 jeeee kut dat shyt out for i slap u....goodnight!! Lol sowwie Smh wow so u feel that u could just hit me up wen u feel lik it lik damn u could hit me up to see if I'm still livin or if I gud or sumthin @USER_7f4b3426 smh damn mabads. Bestiie @USER_7f4b3426 that's crazyy Store Run Trey songz voice, to get me sumthin to eat Smh drinkin a twister with ma bacon egg ans cheese cuz he's on ma mind lml wow Its dead nice outside again lik yesterday wat ma day lookin lik RT @USER_251d06ba: RT @USER_c1795770: Wheaa maa bussinqss ?? .. @USER_0894b812 @USER_e7e38f43 @USER_e8c20067"
83438,USER_e6c110a5,2010-03-03T01:37:10,"ÜT: 41.4685,-81.604731",41.4685,-81.604731,"RT @USER_cb30d430: RT @USER_30691a58: When things are going well, let them. don't go looking to find something wrong. It's ok. :-)........",Cuyahoga County,31199.0,1103.0,"RT @USER_cb30d430: RT @USER_30691a58: When things are going well, let them. don't go looking to find something wrong. It's ok. :-)........ i do wat i do cuz im good at #IMJUSTSAYING RT @USER_0585077d: RT @USER_22fd74c5: From now on, I live by ""I don't believe what you say, I believe what you show"". @USER_cdf87a59 no prob... RT @USER_8a2b48aa: RT @USER_a11a87f5: I hate the way ur name looks in my phone.....SO IM DELETING IT!!! RT @USER_5d4bdda1: I like watching porn #dontjudgeme I wonder if there's an app for it RT @USER_f30086fd: Say what you feel, then shut da fuck up. #justlikedatttttt SHOUTOUT TO MY NEW FOLLOWER @USER_63b19b0c RT @USER_3ebf37cf: @USER_e6c110a5 you must have been listening to the radio lol»lol hell ya @USER_5d14c0cd dats wats up I doin the same but more how's ur music side goin RT @USER_529047f3: RT @USER_df74962e: If you don't put god first you will always finish last.&lt;-if u don't put god first he will put you last! RT @USER_aeb3059e: RT @USER_90516ac3: I'm takin chances, what I got to lose RT @USER_fe19a157: I WANT IT ALL THAT'S Y I STRIVE FOR IT♥ RT @USER_ae80d66c: RT @USER_4ec65243: If at first you don't succeed, re-evaluate your team. RT @USER_bfeb8ca0: Live your life and stop trying to live through mines!! RT @USER_ffd377a2: RT @USER_58f937fe: Some point in your life stop and have FUN @USER_be2c0c69. My bbm messed up but naw I'm in for da night RT @USER_ae80d66c: I have this grin, it usually means muthafucka I c thru u. If you've seen this grin...9 x's outta 10...its OVA 4 u...☺ Who gon run da town tonite....... RT @USER_be2c0c69: #Blitzed in kent doe! Lmao» ok soo u left me .......... RT @USER_be2c0c69: @USER_e6c110a5 u don't even be hittin up doe sis! Lol« I'm sorry my bbm fckd up I gt 2 mny contacts but u still #foul RT @USER_692ec93d: RT @USER_7f6219b2: RT @USER_df74962e: Life is good, God is Great Got my back up against da wall n please dnt let me fall.... n u can watch me bloom like a flower babe.... now take me dwn!!!!!!!!!! RT @USER_ffd377a2: Life is what you make it!!! @USER_61f10c67 I'm followin u follow me back muah! @USER_471cf41d I'm followin u follow me back muah! RT @USER_3ebf37cf: RT @USER_da0ad246: @USER_3ebf37cf we to the view! Cool!!!» Cool"
84057,USER_5086a493,2010-03-03T00:55:18,"ÜT: 41.537431,-81.600738",41.537431,-81.600738,@USER_7167629d yea I know I'm still gone try to do something,Cuyahoga,33296.0,1241.0,@USER_7167629d yea I know I'm still gone try to do something RT @USER_938d2bbe: RT @USER_a20365cf: I gotta attitude but idk y cause u need yo hair done? Lol Definitely do @USER_76c95798 lol no RT @USER_fbd6640e: @USER_a20365cf wtf how u go frm Jamaica to bob evans haha&lt;--- I was thinking the same thing Can't keep my hands to myself.... I guess I will try to go to sleep now....I hope I pass my math final @USER_ddf97bac lol smh I hope @USER_e2bb6e03 @USER_00c14333 @USER_7167629d make it to ATL safely and don't have too much fun without me RT @USER_b856abe8: I wanna go outside today it looks like a nice day out RT @USER_a20365cf: Man I'm hungry as shit... Me to @USER_a20365cf I really do need to be sleep tho @USER_38829ba9 yes maam Happy to have that exam out the way now I can relax RT @USER_b95bec41: Uh Oh it hit 40 degr. outside.....hoes bouta be naked tonight...smdh lol OOP! Lol right they is @USER_b95bec41 lol I probably won't get there until late idk yet @USER_ddf97bac ok good...I feel so loved @USER_9acdf599 so I'm coming home..... @USER_ddf97bac ok lemonade is fine @USER_9acdf599 I heard life gone be nice tonight And I still ended up at the mall SMH Somebody bring me some taco bell So my own mama just called me a slut.....so rude @USER_7167629d bring me one back @USER_9951d43e lol nothing what's the move for tonight @USER_82438011 what you get on it @USER_3d5882eb hey zari how are you??? I wanna get next to you
