,user_id,timestamp,latlng,lat,lng,tweet,county,mean_income,population,text
85209,USER_0c8268b5,2010-03-03T13:55:49,"iPhone: 40.761608,-74.001701",40.761608,-74.001701,RT @USER_da49e18a: @USER_bbea2988 try do dat later my gz u dig&gt;&gt; iight then,New York,118545.0,932.0,"RT @USER_da49e18a: @USER_bbea2988 try do dat later my gz u dig&gt;&gt; iight then @USER_4b33ef9a lemme know so I could get em b4 he sell out RT @USER_4b33ef9a: Woooow Hot u did lmao&gt;&gt; my man said he got 2 dudes tryin 2 take his last so he wanna know wassup..should I tell em 2 sell it? @USER_4c0dd8af oh iight RT @USER_da49e18a: @USER_bbea2988 we gona do it real big werd dnt leave when keep losing lmao&gt;&gt; Neva dat...stop talkin about urself like dat RT @USER_d8f7df87 RT @USER_f401bc5d #letsbereal puffdaddy shitted on every rapper he had&gt;u better not sign wit him lol&gt;yea what she said RT @USER_17347b91: @USER_0c8268b5 SMH... YEA U BETTA KUT DAT OUT BOO... BUT i'M HAPPY DAT UR GUD THO :)&gt;&gt; good lookin HOMETEAM RT @USER_da49e18a: @USER_bbea2988 phone ringing he looks at it shakes his head as itcontinues 2 ring #stopit5 &gt;&gt; but I'm rite here usin it SI5 RT @USER_da49e18a: all my hollywood ackting niggaz @USER_8be46734 @USER_38d22af4 @USER_bbea2988 @USER_9ee223dd lmao use ur phone dats wat its here 4&gt;SI5 @USER_da2c781f I feel a way dat u tried 2 play me on da phone wit @USER_4c0dd8af but it's cool imma getchu back lol RT @USER_15b7cbb6: @USER_0c8268b5 THAT WAS A MISTAKE&gt;&gt; sheesh I thought u felt some type of way about me or somethin...n I thought we was good #FF #IPG's @USER_e274ea4f @USER_0ddd5572 @USER_199e5572 @USER_1747b43d @USER_1e62ca70 @USER_6ecda55e @USER_4c0dd8af @USER_9f4df34a @USER_da56c20f #FF #IPG's @USER_c3e0600b @USER_296ab8d6 @USER_1fba3ce3 @USER_7ece7cfd @USER_00671d97 @USER_86a85419 @USER_639214d6 @USER_4d44288e @USER_009e3829 #FF #IPG's @USER_2b05d94c @USER_0f8c0852 @USER_834368ca @USER_3081dce6 @USER_6ce23ba0 @USER_bebcc16f @USER_ab8e86b3 @USER_9de146ee @USER_b14ff8d5 #FF @USER_99785a2c @USER_a5563496 @USER_06164135 @USER_adb5fc30 @USER_a79c8f5f @USER_6dcb5cc4 @USER_38fccb68 @USER_23ca87ac @USER_6b236ccd #FF @USER_7a279a82 @USER_e6957d20 @USER_e6f79c66 @USER_f4a05766 @USER_e1541c7a @USER_14de2a42 @USER_b5a13190 @USER_1c9b55c9 @USER_b18cb4ca #FF @USER_4b0987bb @USER_b8e2ab4f @USER_e32e3fac @USER_759d6f65 @USER_4c986b39 @USER_3f447ce0 @USER_dd6a3821 @USER_8b34d0fb @USER_15b7cbb6 #FF @USER_60b2ffcf @USER_a8845236 @USER_b18b82ab @USER_1d2473e5 @USER_c366c1a4 @USER_7369b49e @USER_7b4bbba3 @USER_75aec7f8 @USER_a84ad5c5 #FF @USER_5e92562c @USER_2ec80ba3 @USER_8b1f1223 @USER_50dbff1b @USER_b51f001b @USER_0253259c &lt; #IPG's @USER_0fc4dc59 @USER_58f0ed32 @USER_de8b8c0e #FF @USER_442952d5 @USER_c94fa819 @USER_92e66fcc @USER_a35f8c81 @USER_c0e351ab @USER_63b00e77 @USER_f069dce2 @USER_ccb4c14a #FF @USER_6bae360f @USER_834753a2 @USER_3bf84183 @USER_e163c674 @USER_2d22eed3 @USER_c92eb6c3 @USER_2367a157 @USER_e91373cd @USER_5fd961b1 #FF @USER_2980a0db @USER_95d6c776 @USER_9bc254a3 @USER_74d33b2b @USER_1bd1776e @USER_df764494 @USER_a7597567 @USER_f8debc95 @USER_9689c3de @USER_996f2224 RT @USER_442952d5: #ff @USER_0c8268b5 ..he alwaysss show me love&gt;&gt; only cause u deserve it S/O @USER_e20e147a n @USER_b5a13190 on they way 2 da izod center in jersey goin 2 JayZ concert w/o me it's all good imma getcha back lol @USER_da2c781f ur party 2nite righ RT @USER_aadeaf28: Outside of the bedroom, the most common place for adults in the U.S. to have sex is the car.&gt;&gt; u rite I stay doin dat @USER_0253259c I'm jealous u went 2 da concert #hatingtweet lol my girl was there 2 @USER_e20e147a I'm hatin on ya *throws phone n takes a shot* @USER_15b7cbb6 I was gettin a lil concerned I thought I was gon have 2 come beat somebody up RT @USER_95d6c776: SLiiiiiiiiMe!!!!!!!!!!&gt; I was just sayin da same thing @USER_783800d2 fuck it Linda's on me when u get back lol RT @USER_ae116cf7: @USER_0c8268b5 lmao i do it but i dont get paid to do it, partying i get paid for but traveling i dont. i need both&gt; u rite RT @USER_5893cd93: @USER_0c8268b5 its cool lol xoxo &gt;&gt; don't tell noooobbooodddyyy (pops from da waynes brothers voice) lol"
85660,USER_3ca4c91c,2010-03-05T18:14:31,"iPhone: 32.923127,-117.144066",32.923127,-117.144066,"Gotta work my ass off to get where I wanna be, cuz in this world it's all about the money! I'm juss bein real.",San Diego,88080.0,998.0,"Gotta work my ass off to get where I wanna be, cuz in this world it's all about the money! I'm juss bein real. @USER_9d4e11bd Mornin :) I needa hook tho... @USER_219ee72b 3sho mah nigga weneva u ain't busy cuz im always free weneva musiks involved! gud lookin bro Im still kinda new to this whole love thang. I think i followed you by mistake. Wasted. @USER_85724446 I feel you 110% on that i really ain't been chillin & goin out wit my boiz...shit I'm juss tryna get by u feel me. It's hella rainin. What goes around comes around rii? Aimin & Tweetin. Juss woke from a monster of a nap. My body deserves it. @USER_85724446 Lmao whoa thas deeep hahaha neva knew that, but its gud to see anotha fan & a girl at that! i can honestly say iLsavannah lol! @USER_85724446 :D well thas a gud enuff reason for me hahaha atleast u can watch the game enuff to have a fav team n shit & a Cavs fan at that. Yall fucc wit Aim? The nii is yung. Wassup Pray for me. It seems The Magics had sum triccs up dey sleeve huh Faker fans? @USER_69eb3261 Good mornin? LoL I want sum @USER_0eabf450 Bye Fakers, Hellllloooo 0-4!! Shame..."
85959,USER_b9ce8a36,2010-03-03T03:45:55,"ÜT: 40.704315,-74.293126",40.704315,-74.293126,@USER_1295977f lol u didn't know that before it started u silly nigga,Union,96479.0,1413.0,"@USER_1295977f lol u didn't know that before it started u silly nigga RT @USER_dc4c7989: @USER_b9ce8a36 how is the record coming out that u and @USER_c3861aa2 are working on? « Crazy My mouth is wreck less at least yall know who's gonna keep it fxckin real Putting crazy ass light effects on your pics so we can't see your face #stopthatshit @USER_1fd88725 lol who is it I'm not near my computer @USER_dc4c7989 damn that's crazy. Out of nowhere? RT @USER_dc605787: #AmITheOnly1 who seriously considers unfollowing everyone who's subscribed to Twittascopes 'round midnight? « Already have @USER_a284c56e @USER_ff929708 yea Russel Simmons just said his rushcard is for people (niggas) who get robbed at check cashing places Lol look I can't be good at everything yes I tweet myself from time to time haha @USER_a11a529a yea the shit was crazy my home girl @USER_dc4c7989 told me about it. it was like 8 chicks who thought it was me. Lol @USER_a284c56e lol Looking on my timeline and people retweeting regular shit like ""just came home from school"" lol I hope she see this too... Up early!! On my way to meet with Investors. $$$$$$$ @USER_ff929708 lol escape!! RT @USER_61fd35f7: When my ass gets bigger I'm taking everyones boyfriend. Lolz « they got pills for that? @USER_61533e7d iight I got you @USER_02989321 ants back home let's get it in. On my way to ny I'll hit yall when I'm there. $$$ on my mind @USER_ff929708 lol whyy that's classic Fly for the night!! Sippin tonight with some important folk! Can't name names. #fb Fcukeddd uopP #fb RT @USER_f5192e38: @USER_b9ce8a36 Jelly Bean turn your damn phone off now. « Lol I'm sober now RT @USER_7b0f90e6: @USER_b9ce8a36 i posted a twit pic of jimena and i from last weekend « lemme see RT @USER_8b583cb7: RT @USER_b9ce8a36 Fcukeddd uopP &lt;--- LOOOOOL best tweet of the night...hahahhahaha « lmao Feeling myself and I aint even got an X pill #fb RT @USER_f5192e38: @USER_b9ce8a36 you've never been married goof troop! & you need a ""drunk text/tweet"" application on your phone « lol cosign @USER_f5192e38 lol I didn't mean mine shhhh RT @USER_5b060cbf: omg my dads friend I'd trying to holla at me « What. The. Fuck."
86114,USER_1d8e53cd,2010-03-03T18:37:37,"ÜT: 33.853583,-84.487971",33.853583,-84.487971,"Needed that @USER_e8542dd6 wake up call... Damn, its 1:30.",Cobb,136463.0,1468.0,"Needed that @USER_e8542dd6 wake up call... Damn, its 1:30. I got a pain on the right side of my neck... TF. I need a boyfriend!! You single...?? Must of been the last time you was there too.. RT @USER_8d619c36: @USER_1d8e53cd the last time texano was live was Jan. 2009 I sleep on these really firm pillows RT @USER_254a4624: Did you sleep wrong? @USER_1d8e53cd I got a pain on the right side of my neck... Photoshoot at 2!! I'm excited lol I was just in the elevator with the white girl from the Becky video at Twelve.. She is SO damn ditsy. Lol Fun day.. Far from over. #lovinthegrind Damn, fell asleep now I'm off Uh-oooh.. I don't feel good. I wonder if @USER_b65cefeb is spreading her love *sideeye* LOL #EverydayIWakeUp I immnediately think about when I'm going back to sleep Ever talked to a some1 that looks good in te streets but like a square in the club??.... ""Just how I like em"" &lt;--Teddy, ATL #LAKERSLOST?? WOOO HOOOO!! Suck Miami's balls! Jocelyn don't give head/brain/dome nothin!! @USER_57057774 @USER_e8542dd6 GIMMIE LOOOOVVVVEEEE ♥♥♥♥♥ I'm so BOMB!! A month ago, I didn't know shit about Excel... Now I'm a fuckin BEAST!! BAOW (3x)!! College Girl baybeee! I need to get a new camera for next week.. I love the white ppl down there. they too damn happy and drunk to know anything lol You aint slick... RT @USER_bc39b80b: s/o to all the basics, ratchets, nothings that attend that marietta mexican club on saturdays. Think its time to head to that house that I stay in.. No such thing as a home Really dislike my life thanks to dumb pussy @USER_494b49a4 Shit. What's up wit you Don't wanna answer the phone... You must be comfortably laid out on the freeway somewhere. 10 points. #fuckyou I pray I don't nust my ass in here though.. These floors aint Bakers' heels appropriate I think this dude sittin behind me to get a glimpse of my ass.. Its a solar eclipse blockin his view of the crowd :) Ladies in gentlemen... Indroducing the 3 ratchets now performing LIVE!! Throw ur nickels, and pennies to show support (no dimes HA)!! Last call... YOOOOO DUUURRRTTTYYYYY!! *Muuaah!* Lol, @USER_e8542dd6 @USER_d6e528b9 yall get love too. BAOW! He at the bookstore gettin his brain stimulated while mines is turning into mush!! Baow! RT @USER_2e5f749d: @USER_1d8e53cd jaylen wit u?? As of 6:33pm, TONY HAWK was skating down the middle of Peachtree Rd with a friend... WOW!"
86231,USER_bcfea2e1,2010-03-03T02:14:31,"ÜT: 39.922444,-88.955449",39.922444,-88.955449,#WhereIs @USER_24203341 @USER_5cef6687 @USER_92212c44 @USER_7629f117 @USER_b39d32fc @USER_f03b4e4d,Macon,121396.0,1455.0,"#WhereIs @USER_24203341 @USER_5cef6687 @USER_92212c44 @USER_7629f117 @USER_b39d32fc @USER_f03b4e4d ..well it seems like I will spending a lot of time over in Champaign in the near future..I wonder if that's good or bad? ..what's on tv? RT @USER_24203341: #iREFUSEto suck yo dick if u aint eatin no pussy nigga!&lt;&lt;(+1 point) @USER_a21f41fd &lt;-- #shoutout ..I asked a chick why did she like me? ..if anyone wants me to post her txt on here let me know..her answer is my resume.. #imjustsaying ..try to hit something NEW, in the DAYTIME, SOBER..I will buss a quickie #omgfacts ..bought to leave the Paign..I got some chicken wings to get home to..did the Celtics win? ..I hate when u tryna listen to a dope cd on the highway and its always 1 nigga on the fone arguing w his girl..smh ..Breakfast @ McDs..then kush & browse the internet..let me know if you wana SKYPE ..chicks be lyin!!! #omgfacts RT @USER_f3b643ba: #everydayiwakeup I thank God for waking me and lettn me see another beautiful day!!:-) ..for all you thirsty hoes here's a dollar go buy a Fanta, or maybe tropicana.. Bananas - Travis Porter RT @USER_63d99f70: roll up the weeeeeed! @USER_0907ff41 yall need a better time slot. Good Job Miami!!! ..I got tricked into having sum drinks..fauk! @USER_e09ccda0 sure RT @USER_881c1881: Can I start drinking now please... RT @USER_a1bd333d: will #KIS be in full effect again tonight ???/ @USER_2f556bd1 @USER_78ab94ab @USER_bad195df @USER_dd76ddcc @USER_83143eba @USER_2f556bd1 @USER_d90f53a5 @USER_d8094458 @USER_7629f117 @USER_f996fea1 @USER_881c1881 #shoutout RT @USER_dd76ddcc: #nowplaying black eyed peas -Imma be&lt;&lt;I'm diggin that!! ..fuck viagra..use ginseng!!!! RT @USER_52fa6761: Are anybody's lips bigger in the mornin? Or #amitheonlyone ? ..I was buttnaked throwin up lastnite.. RT @USER_e09ccda0: *shakes ass* ..and plz tell me how can @USER_4a9d7157 and @USER_559550ef keep track of all they followers fav team?"
87046,USER_be2e6a6f,2010-03-03T00:48:47,"ÜT: 42.53922,-83.46388",42.53922,-83.46388,On the real TacoBell is calling my name after I get done here,Oakland,89059.0,1420.0,"On the real TacoBell is calling my name after I get done here @USER_5d520b0c yo fam u kno I like her y tho u confused me lol on the real y not @USER_5d520b0c negro come on now wow my credibility is much better then that u kno I'm unique I like her fam is that wrong on the real lol @USER_5d520b0c u right RT @USER_41284b4a: when you are at your lowest point.... dont quit... a Breakthrough is on its way ... God always shows up and shows out.. @USER_64fca76c yea u aint been converted yet u still a Facebook junky lol I'm chill mode not worried bout my success cuz its come already Wow hecky naw RT @USER_aaec4199: @USER_64fca76c Hahahahaaa! Dude. I miss you. Thanks for being back on my team. Yep.. I said it. Straight up. Man work is draining me hope I have energy 2 go do community service @USER_41cd1d50 hey wat u doin I'm off giv me a call @USER_b8573e11 kiesha who not cole she was n labor today @USER_3d3954b4 fasho can't go wrong w/ chillen Anita u right its paid but u still gotta do like God said & b a gud Stewart over paying your bills God won't bless mess RT @USER_0332a055: RT @USER_1c6305ed nigga @USER_3366deda be acting like the John Madden of Word Of Faith LOL play by play of EVERYTHING LOOL! Man dis dude behind me just took a death breath he need 2 go get saved again 4 having breath like that yo @USER_40018945 he aint take da gum @USER_aaec4199 really wow keep me posted on things ok sweety dang trust I've been there. I'm here if u need me I'm bout 2 write my cousin then a lil business brainstorming then fone last bed @USER_aaec4199 yea u welcome @USER_23208f33 yea u right thanx 4 that I appreciate that fam really I do Bout 2 watch the funniest movie in my opinion ""Harlem Nights"" bought it 2day bout 2 pop it n now Working on @USER_b3f4b594 dress design right now, let's c wat the finished product is like!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I work while u play & sleep don't underestimate me, cuz my destination is exactly what u only imagining!!!!!!!!!!!!! #MeWithoutYou is like a night sky with now stars & moon Man bout 2 go home & try 2 lay back down geesh @USER_d3180591 oh 4real tell her hey fam 20 dats it??? Yo who do I go c tell them u sending someone 2 them soon #FF follow all of the successful ""Dead Kidz"" @USER_d3180591 @USER_09ca880f @USER_a925ef14 @USER_bae85ef5 @USER_aaec4199 @USER_7a9a98fb @USER_5d520b0c @USER_3defa465 Lord let me c your mercy & grace during this time plz Amen @USER_10ee3b31 nun God can't handle jus pushin my faith 2 the limit on Him jus keep me prayed up that my answer come quick @USER_d6700f36 oh really will u be featured n it??? If so where can I get a copy of it so I can support Rainbow trout 4 dinner 2night #winner Don't be a jerk now It took her long enough RT @USER_b18726bd: #FF My sis T-Baby(#RandomAssNickName LoL) @USER_e34e607c ..She's FINALLY apart of #TeamBlackberry Home & chillen rdy 2 eat design & kick n a movie, dang dis where a girlfriend would come n handy only if yall knew where my heart is lol ILY @USER_aaec4199 what was on it lmao @USER_aaec4199 lmao dang I want a copy of that tell him u need that back lmao @USER_c6bfbac4 hecky yea smashed it sis killing @USER_167af0e0 lol y wat she do or didn't do @USER_b3f4b594 wat nights. Is it live up there 2night I'm n just got too much on the brain @USER_7835256e hey did u ever find my white jacket I hav a photo shoot & remembered u had it Man eff this being down is whack I gotta do sumthing 2 pick myself up, needed a hugg but now I need................................you!! Me too RT @USER_167af0e0: I'm feeling free. :-) @USER_aaec4199 I love myself as well dats y I said I get along w/ her lmao no I'm not calling u that @USER_09ca880f hahaha my fridge is lookin gr8 then I got my third & final strawberry cheesecake cupcake next 2 my bed waiting 2 b devoured lmao @USER_d11f23b8 dude 4 chicken burritos & I'm good with hot sauce dang it @USER_a239fb2b we gone fight lol & ask @USER_aaec4199 it gets real tough lmao hahahaha j/k @USER_167af0e0 dang it no time 2 go get it Glad 2 b on twitter w/ smart stylish positive minded ppl Man I hope 2day ends better then yesterday Watching ""Assualt On Precinct 13"" good movie Here w/ sum crazy folk @USER_96600807 ok lol wow 15 hours lata lol hahahaha Home sweet home bout 2 grub on some food So blessed from being a blessing..............I give to help others not to get praise or 2 stunt giving is my heart"
87099,USER_91eeaad0,2010-03-02T23:11:33,"ÜT: 40.625517,-73.932358",40.625517,-73.932358,I have tickets to brooklyn's finest tonight at green hills but I don't think imma go,Kings,96170.0,757.0,"I have tickets to brooklyn's finest tonight at green hills but I don't think imma go @USER_c9de3ae4 or maybe I'm wising up? @USER_a6313c9b then just change it to absurd things. then people will stop complaining hmm i think imma start working back on my cartoon again just got my press credentials for the sec tournament. cheaaaaaaaa, all i need is a way into the rest of the games. @USER_c1d0ba56 that sounds disgusting. The toilet and you will be best friends tonight @USER_c1d0ba56 lol for now! @USER_42d5f997 you can have them back. The girls there are prettier @USER_d4418ab2 bc they didn't use him. You think D12 would want to guard him by the ftline. Mike brown might be worse than magic as a coach @USER_d4418ab2 if he's not. I'm all for giving him the reggie miller treatment + the charles smith treatment @USER_952cbda3 true story but they draft SO well @USER_948d9fbe true story lol @USER_d4418ab2 espn Apparently devan downey is a top 15 pick & eral boykins & spud webb were great players. @USER_d4418ab2 I was just tryna motivate lolol @USER_952cbda3 wth why are you guys messing up my saturday night? I want some type of competition. This is so boring @USER_952cbda3 I just want a game within 10. That's all I ask. Not this foolishness Larry drew ii needs to find a new career Hmm I don't see myself making a smart decision until mid-may. #letthegoodtimesroll @USER_948d9fbe @USER_1e30103e sound jealous"
89033,USER_f373a352,2010-03-02T23:06:18,"ÜT: 34.247379,-118.523897",34.247379,-118.523897,Watching the first 48 I usually don't like this show but its interesting this one girl was fine damn she shuddnt haven't got killed,Los Angeles,85495.0,108.0,"Watching the first 48 I usually don't like this show but its interesting this one girl was fine damn she shuddnt haven't got killed Why are u cutting the schools?? Two things california shouldn't cut. schools and police I can go on a tagent about why not but not enuf room @USER_87be3426 lol I don't know about first time ever but thanks @USER_21000e2a not if she good I just look @ it as my girl does so much shit no otha girl coul take her place she do nethin for me no mata wat RT @USER_1b05db80: ohhh & i hate when people say ""ima delete mah twitter"" wen they get mad.. watchu want us to beg you to stay? LoL BEGONE! @USER_b30a5a07 csun been good to me keep busy just tryna keep deez grades good so i can graduate but i been low key alot dis semester @USER_991fa367 i would still live if my foot was ran over by a big rig and i might not sustain any damage actually its a slight possibility Lol ok @USER_51c0e873 ur just a weirdo @USER_51c0e873 cause u were being to silly @USER_fbbff7c3 lol I'm not I just think its funny took a mean shiit just now yessssss Damn this girl is soo hood rat omg!!!!!! Big ass titties pushed up and out wit tats on BOTH!! Blonde ass weave long as swishing 2 much #fake Holding anotha mans jacket for him = homo @USER_991fa367 @USER_4056e206 and lashante let's start a TT #atmrgreek @USER_732e5aeb new TT #atmrgreek @USER_ad6a7010 man where yall been @USER_ff1dbd57 I aint heard nuthin abt yall....yall slippin on yall muzik lol @USER_7269a701 lol where u @ @USER_5c354cf3 what u get Up just out da shower He's gay and tlkn about whistle blowing omg this has got to be a set up every second he talkin about whistle blowers!!! #comedy @USER_9e4d0bcf nigga I would say @ least a thousand #inmiddleschool polemon cards was money @USER_81fc4704 nigga don't hate I had steady mins lol RT @USER_ba0d7b46: this drink sooooo strong everytime i sip it ma nipples pop lmfao .....&lt;&lt;&lt;What u sippin on RT @USER_9b43e12b: @USER_c220dd2c the fat boys on the tv show!&lt;&lt;&lt;&lt;U said my name wrong but ok RT @USER_8c995c9f: MBALL: end of 1st 31-25 CSUN leads @USER_5381aed0 blood need a gat @USER_5381aed0 thts what u get for fuckin wit #snowbunnied @USER_81fc4704 it was walk-outs for price increase niggaz walked around campus and started pushin 5-0 so da boys came wit da fire #mase @USER_9e4d0bcf Gucci Mane - nemonade shit goessssssss #burr Da new phrase #nemonade Why dey got a shot of gucci yawning @ da end of da video tho RT @USER_52e8e5e8: There's enough tears in this room to fill the ocean.&lt;&lt;&lt;Where u @ @USER_52e8e5e8 oh so sad RT @USER_a72817c5: Lucky strike in hollywood!!! Whooo hooo! Be there or be square !&lt;&lt;&lt;Imma square :( @USER_732e5aeb just got done eating @USER_1b474c1b so what's the practice plans for the week? Toilet fucked up damnn maintenece not comin until 2mor"
89806,USER_393cfbba,2010-03-02T23:05:20,"ÜT: 38.998371,-76.732791",38.998371,-76.732791,U should get some then RT @USER_2d5b341d: Just ate two chicken boobs. Im bout to eat this third one cuz I looooove boobies :),Prince George's,119487.0,908.0,"U should get some then RT @USER_2d5b341d: Just ate two chicken boobs. Im bout to eat this third one cuz I looooove boobies :) @USER_f6e728a8 u good son @USER_8f90140b. Man I'm bringing the goons out there so don't let me catch u slipping Aye @USER_350e15f9 bring ur laptop son we got to get this flight and hotel together asap Bout to leave out to come scoop @USER_350e15f9 tell her to get mine to @USER_e893ae48 hahaha naw I love darksin females Man my partna an dem @USER_3532d44f @USER_7b546cb2 @USER_9b8a2f89 @USER_49d16e5d shutting bmore down tonight at Velvet rope RT @USER_bb579f63: #BETMessedUpWhen free & aj left 106 and park then decided to make terance & rocsi the new hosts @USER_c9d04c23. Hahaha whtever I don't want u to come no more lls @USER_9d186115 u a loser hit my bbm @USER_e893ae48. I'm late but I went to morgan I'm up bowie now LA #1 bad girl @USER_089de5b9 tonight at Lotus RSVP txt LOTUSPASS to 41411 who is going to Miami im bout to book my flight whts up wit da hotel? Lmfaooooooooooo RT @USER_996242d6: @USER_350e15f9 3hrs all handy and box eat action #urthedefinitionoflame...@USER_1a964084 feel free to cosign Just seen da FamU joint and woww but aye alot of females have been slutted out like dat just not on camera Starving man but dressed to impress. Thnx bestie lls ASH: I hope my bestie @USER_393cfbba has a successful nite Lotus 2nite!!!! of course he will!!!! Just heard the bouncebeatqueen joint lmaooooooo Hahaha u know he probally workin RT @USER_46a0bb21: holddddd up!!!!! where the hell is Forbbie!!!! where are you @USER_a53faae9????? Hahaha se my nigga @USER_62d8b002 drunk tweets already RT @USER_349a4884: lotusssss turnt up goinggggg down in D.C baby Son so just gon lie on twitter lls RT @USER_a24e7d9a: ""Your Adidas watch is POPPiNGTON. I wish I had flavor like that"" - @USER_7f9496d6 #wordofadvice don't tweet @USER_7a12d730 while ur mova around lls If you go around talking bout man everyone know me cause u got 1,000 friends on twitter ummmmm #killyourself RT @USER_f3154388: I rerspect any single parent that doesn't bring just ne1 round their child I just feel in LOVE @USER_1f9fc5bc. Come to Station 9 tonight guarantee you have your pretty girl night : ) Dam hit da gtalk @USER_31284c6a Bout to go on live and show my singing skills lmao We are the Champions Lol u where I wanna be RT @USER_c38c9564: Finally in my bed, good morningg zzzzzz"
90440,USER_5c46da79,2010-03-03T11:43:13,"ÜT: 39.017783,-76.964049",39.017783,-76.964049,"RT @USER_817afba9: Good Morning tworld, another day another dollar {that you'll proally forward to somebody else....#realworld smh}",Prince George's,87070.0,1018.0,"RT @USER_817afba9: Good Morning tworld, another day another dollar {that you'll proally forward to somebody else....#realworld smh} I NEED ihop...this big steak omelete is in my dreams....who tryna go??? RT @USER_13e93ff7: Where's my twitterboo? @USER_5c46da79 {I'm here boo...just workin all day...tryna make a better twitlife 4 us...} @USER_35052ae7 well I missed the goodnight...but top of the mawnin to ya... @USER_35052ae7 u do the same mayn...looks like that SAD is goin away... RT @USER_52ec096f: can u say bmw 750LI...yep yep.{Kome pick me up twigga!!!!!} @USER_dd474b0d lol...these late night convos gotta stop... ;-) @USER_52ec096f nah kuzzo...BIG STEAK OMLETE!!!!! RT @USER_3e907f9e: @USER_5c46da79 Heyy nooww! yeah I turned into Becky for a second lolol {let's use a name other than becky, suzzie is good} GM twitterville....blessed to see another mawnin....on that note....its FrIIIIIIIIIIIIIIIIDDDDDDDDDDAAAAAAAAAAAYYYYYYYYYYYYYYY *deep breath* @USER_1d6ea3c6 life is aight shawty....what about u??? We got a field trip today!!!! I'm kinda excited...#bigasskid @USER_783d352c I'm glad u cleared that up kuz I was finna call u and ask what ur location was....then I was gonna say ON MY WAY!!!!!! RT @USER_58042843: Lmao I love u RT @USER_596c6124: UGLY GIRLS BE QUITE! {I think its quiet...not judgin...#imjustsayin} RT @USER_939175b4: Anyway, I'm just waking up from the best nap ever! Whoooo chile {u said that last week!!!} HH has been soooo good to me today!!! @USER_e9194caa where u @ woman???? @USER_92f5fad3 skreaming!!!! Where u @??? OH MAYN!!! I need a serious rubdown!!! 11.1 in the 100....50. In the 400...1st day runnin in a while....still got it!!! RT @USER_ad572906: #SpeakurmindSaturday not giving out my heart anymore &lt; u blowin smoke....I don't believe u, u need more ppl! @USER_92f5fad3 lol...I can dig it....that's my style too...we gonna make that move!!! I really do make moves off the random tip...finna link up wit @USER_eabe1209 @USER_752004ed no its not!!! VIVA la chipotle!!! RT @USER_eabe1209: @USER_30439eef SMH {I second that notion!!!} @USER_30439eef as I recall YOU were the original person to invite me to the spot...#imjustsayin @USER_30439eef smh...well u have fun tonight with ur ""real"" friends... Its three am...and I'm up...why??? Ur guess is as good as mine....so who's up wit ya boi??? @USER_6e67a7bf yoooo....how was the png??? @USER_783d352c lol...yes u did babes....yes u did Watchin phineas and ferb tryna pay attention to understand exactly what's happening...#lost @USER_dd474b0d @USER_527d60a0 nada...finna do a lil bit of planning 4 this season....kant wait to see ya'll again... @USER_527d60a0 my kids have a meet that saturday @ morgan....but ima try to make it there... Who wants to come with me to the park and push me on the swings...#bigasskid RT @USER_8f23be2e: Yo Sprint is popping!!!! lol Like a club in here! In about 20 minutes ill be #TEAMBLACKBERRY {OOOWWW...lemme get that pin!} @USER_30439eef sooooo....dinner is @ ur spot today?? #ueva look @ a tweet sent by ya homie to anotha homie and wonder HOW THE HELL DO YALL KNOW EACH OTHA? #twit2degreesofseparation @USER_2491ea51 lol...yea I drink sprite...being thirsty?!?! #thatsanono @USER_5f47661d were u around 4 that saga??? I did know u that summer didn't I??? @USER_81c07bf5 no shots mayn...I just wanted some damn chick fil-A!!!!!!! Lemme take this black tee off while I eat these powdered donuts....a disaster waiting to happen!!! Barnes looks like drakes dad... @USER_1d6ea3c6 so u don't know her??? And proally never will...kuz its twitter!!! Is she @ least entertaining?!?! Smh...#statistic So the ""pants on the ground"" dude got payed $2500 to perform in vegas?!?! WOW!!!! If my metabolism wasn't thru the roof.... Welkome to another episode of ""when plans fail""...and I am ur host dundunitall..."
